title,author,publisher,library,platform,provider,image_url,isbn
오역하는 말들,황석희,북다,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801170612590/L4801170612590.jpg,
이상한 무인 라면가게,서아람,라곰스쿨,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801193939254/L4801193939254.jpg,
"엔비디아 젠슨 황, 생각하는 기계",스티븐 위트,알에이치코리아,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4808925573762/L4808925573762.jpg,
분쟁 지역을 읽으면 세계가 보인다,김준형,날,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801168103529/L4801168103529.jpg,
완벽주의자의 조용한 우울,엘리자베트 카도슈,21세기북스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801173572501/L4801173572501.jpg,
경험의 멸종,크리스틴 로젠,어크로스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/480N250505680/L480N250505680.jpg,
식탐 해방,저드슨 브루어,푸른숲,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801172540587/L4801172540587.jpg,
회복탄력성의 뇌과학,아디티 네루카,현대지성,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801139723282/L4801139723282.jpg,
우리의 낙원에서 만나자,하태완,북로망스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801193937656/L4801193937656.jpg,
적절한 좌절,김경일,저녁달,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801189217519/L4801189217519.jpg,
법의학자 유성호의 유언 노트,유성호,21세기북스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801173571948/L4801173571948.jpg,
마흔에 읽는 비트겐슈타인,임재성,유노북스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801171831020/L4801171831020.jpg,
저스티스의 한 뼘 더 깊은 세계사: 유럽 편,저스티스(윤경록),믹스커피,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801170436325/L4801170436325.jpg,
늑대는 1층에만,김수빈,노란돼지,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801159953836/L4801159953836.jpg,
"민주주의야, 반가워!",필립 번팅,북극곰,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801165883318/L4801165883318.jpg,
산 루이스 레이의 다리(신형철해제본),손턴 와일더,클레이하우스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801193235516/L4801193235516.jpg,
결국 국민이 합니다,이재명,오마이북,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4808997780624/L4808997780624.jpg,
고독한 용의자,찬호께이,위즈덤하우스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801171713609/L4801171713609.jpg,
초역 채근담,홍자성,부키,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801193528588/L4801193528588.jpg,
단 한 번의 삶,김영하,복복서가,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801191114769/L4801191114769.jpg,
뇌가 힘들 땐 미술관에 가는 게 좋다,수전 매그새먼,윌북,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801155817941/L4801155817941.jpg,
